关键词,博文
防疫,#郑州新增1例确诊1例无症状# 郑州的防疫也太松了吧，上次携程副总从上海过来也不隔离也不核酸，又去郑州又去开封，现在这个货车司机也是，家又被偷了，我真的无大语了，全员核酸检测你做的挺勤，宁愿浪费更大的人力物力都不愿意把外地入郑条件管的严一点吗？ ​                
防疫,#上海消杀# 有一说一 上海辟谣比防疫更有力度！ ​                
防疫,#上海消杀#同样超一线，麻烦抄一下广州的防疫吧，麻烦，封城防控先稳住疫情，不要在外溢给别的城市了，你旁边的都是大城市啊，救命，浙江，江苏等等，真的无语了，超一线大城市，就这防控吗？太拉了 ​                
防疫,"支持上海

上海的防疫政策
和
其他一些地区的防疫政策

字面表达就是精准防控
一直表现很好
这次
失败了，栽了

想到一个类似的情况
抗生素的使用

上海属于保守使用
能不用，就不用
要用也是谨慎，必要，尽可能少的使用
过去两年，他们一直做的优秀

但是
这次来的太凶猛
策略过于保守了
做的不好

但 ​ 展开c"
防疫,"
                    【太暖心！#车主特意不锁车贴纸条让志愿者休息#】3月29日，吉林梅河口。防疫志愿者在工作中看到一辆面包车后玻璃贴着纸条，上前查看后发现这张纸条是留给他们的：“车未锁，志愿者可进车休息！最起码挡风。”简单的15个字让防疫志愿者心中很温暖，这个小小的举动，让防疫志愿者有了一个庇护所。网 ​  展开c"
防疫,#上海官方诚恳接受大家批评#这就是党的自我革命的魅力所在！为民着想，勇于承担责任！放心，今天数万党员也都开始向社区报道，加入防疫志愿者队伍，大家一起团结协作，共克时艰，为上海人民做好防疫防控工作服务！以下视频来自微信朋友投稿，若侵即删！大家加油！ L坚毅永恒719的微博视频 ​                
防疫,#宁夏防疫面子工程#只封学生，而学校老师和工作人员可以进出，那学校把学生的健康安全又放在哪里呢？不解封，快递也进不来，试问天热了要穿什么出去？ ​​​？为什么？！！！快递到哪里都可以！！！就是到学校不行！！！难道到学校的快递就带新冠了？？？？凭什么！！！！学生没有需求嘛！！！！！ ​                
防疫,#狗子随主人被困高速泡面吃到怀疑狗生#重点在人被困高速那么久这真他妈防疫防到怀疑人生 ​                
防疫,"
                    致我首页可爱的朋友们，最近看到了许多转发“支持和新冠共存支持全面放开”的带节奏的言论，作为一个梅开二度被封城挨过饿的倒霉蛋儿，必须承认我们现有的医疗防疫有漏洞，有执行断层，有各种问题存在。但是，请不要被有心人带了节奏。我们种花家地广人多，现有疫苗保护性差，有兴趣的发言站队之前请多 ​  展开c"
防疫,#湖南大学最实在的隔离餐# 湖南大学封校之后，校方给每位同学配发的隔离盒饭，看着好像很不错呢#疫情下湖南高校的防疫举措##湖南校园# ​                
防疫,"
                    【#防疫指挥官柯文哲抱怨不知何时该戴口罩# 】 在陈时中几度被发现参加聚会唱歌不戴口罩引发批评后，连续两天，台北市场柯文哲、台北副市长黄珊珊接连被发现出席聚会唱歌且未戴口罩了……被质疑“带头违规”后，柯文哲抱怨，“作为防疫地区指挥官，连我都搞混了，到底戴还是不戴，上台讲话、演讲不用 ​  展开c"
防疫,@上海发布@浦东发布 @浦东时报 @人民日报 @新华社  投诉内容： 北蔡振东一居居委作为大华锦绣华城4街区的居委，自3月18日封闭以来，居委主任、党支部书记防疫严重脱离群众，应对疫情不力  具体表现： 1、核酸严重漏检且过程混乱。 1）身为居委会未提前摸清居民总人数，每次核酸人数从4000～6800不等， ​  展开c
防疫,"
                    我爸由于接触了被检测者5秒钟成为了密接，我妈我弟是次密接。主管防疫的人员都被隔离了，我爸在隔离中还要远程协助防疫的那些事，我就好希望我能回去当志愿者帮他们分担。接触者无非两种结果，无事或者被传染，被传染就去治疗。因为“接触”已是既定事实，无法改变，就只能接受出现的结果。担心吗？自 ​  展开c"
防疫,#济南新增本土确诊1例#在济南卫健委官方公众号上确实只看到了这个人出来进去学校，也没看到写这是校外人员，造成的误解表示抱歉。不过我本身没有要指责所有学生的意思，我也刚毕业，我也知道在学校里爆发疫情的严重性，只是想呼吁大家，配合学校和政府的防疫工作，不随意外出 ​                
防疫,"
                    江阴璜土镇香树湾花园，业主的合理合法诉求的结果是，派了这么多警察来。无锡已现疫情，这么多人大援大摆进小区，不验核酸，不穿防护，不测体温，是防疫工作组给你们的权力吗？@平安江苏 L小楼昨夜东风2022的微博视频 ​                "
防疫,#健康人生 绿色无毒# 自深圳疫情突发以来，坪山区禁毒社工积极响应号召，成为战疫一线的那抹“志愿红”，筑起坚实的防疫堡垒。 L中国禁毒在线的微博视频 ​                
防疫,#上海消杀#上海防疫最差 没有之一外溢到其他省浙江真的被祸害完了 真的很烦 本来清明能回家 又因为 上海防疫实在太差 而被牵连我真的大写的无语🙄 ​                
防疫,"
                    好奇大家说的座谈会是什么意思？老师带着学生一起还是领导带着老师#汕头大学##汕头大学防疫# ​                "
防疫,"
                    关于划定新冠肺炎疫情社区防控区域的通告2022年3月31日，乌鲁木齐市发现本土核酸检测阳性人员。经乌鲁木齐市疫情防控工作指挥部根据自治区《转发国务院联防联控机制综合组新冠肺炎疫情社区防控方案的通知》（新疫指综合电〔2021〕23号）及阳性感染者流行病学调查情况综合研判，现就划分封控区、管控 ​  展开c"
防疫,"
                    香港市建局再次为辖下所有商铺和住宅租户进行租金宽免，因防疫措施而关闭的租户可免除100%的租金，其余租户则宽减75%的租金，该措施自2020年4月以来，已实施2年，将延续至9月份。#香港生活# #民生# ​                "
防疫,汕头大学#汕头大学防疫##教育部反对高校一刀切封闭管理# ​                
防疫,#警花说# #上海疫情# 近日疫情出现反复，你知道什么是#流调# 吗？流调员需要做些什么？特殊时期，大家注意防疫！ L警花说的微博视频 ​                
防疫,"
                    【#安徽最新疫情地图#】安徽新冠疫情最新动态 ,安徽3月30日新增1+66！六安、池州、黄山继续持零！为安徽加油，做好防疫工作，相信我们万众一心定能战胜疫情！#安徽3月30日新增1例确诊66例无症状# L凤凰网安徽的微博视频 ​                "
防疫,#皖警战疫# 【疫情防控与反电诈同时进行】#安全宝典# 近期，#平安淮南# 老龙眼派出所全力护航防疫工作，筑牢防疫安全网，并利用全民核酸检测的有利契机，积极开展反电诈宣传，并在小区大门口楼道内张贴反电诈宣传单，切实提升群众防范电信网络诈骗“免疫”。 L淮南治安在线的微博视频 ​                
防疫,"
                    【#辽宁##女孩为护大白被枯树砸伤胸椎骨折# 同事：她平时就很积极主动】近日，辽宁沈阳。防疫工作人员上门核酸检测时，路边一棵直径约40厘米的枯树被大风吹倒。倒下的枯树直接砸向医生王锦，同行的街道工作人员毛诗琪奋不顾身推开了她。与此同时，毛诗琪的后背却被枯树砸中。她当场昏迷，王医生和手中 ​  展开c"
防疫,"#多彩油城# 【胜利油田抓好重点施工项目疫情防控】胜利油田面对山东疫情多点散发的态势，三月份以来油田从严开展防控工作，几个重点工程项目按照油田疫情防控工作要求，着重抓好人员、车辆和物资的防疫管控，为各项目顺利施工做好保障工作。
　　3月23日，东营原油库迁建工程施工现场，参建人员集中进 ​ 展开c"
防疫,"
                    【太暖心！#车主特意不锁车让志愿者进车休息#】3月29日，吉林梅河口。防疫志愿者在工作中看到一辆面包车后玻璃贴着纸条，上前查看后发现这张纸条是留给他们的：“车未锁，志愿者可进车休息！最起码挡风。”简单的15个字让防疫志愿者心中很温暖，这个小小的举动，让防疫志愿者有了一个庇护所。网友 ​  展开c"
防疫,#官方回应上海哮喘老人救助无效去世#为什么最后把矛头指向急救医生？从一开始发现不舒服就想送去就医，是防疫人员不让出小区，110警车也不送，政策的漏洞最后却是被拍了视频的医生来背锅，来承受舆论压力 ​                
